Ідентифікатор_підрозділу;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;
63705;Швидкість зчитування;Мб/сек;число;Швидкість запису;Мб/сек;число;Тип карти пам'яті;;"CFexpress Type A
Compact Flash
microSD
microSDHC
MicroSD (TransFlash)
microSDXC
MSPD
MSPDX
SD
SDXC
xD-Picture";Об'єм пам'яті;GB;число;Швидкість обміну даними;Мб/сек;число;Клас швидкості;;"Class 10
Class 16
Class 2
Class 4
Class 6
V10
V20
V30
V6
V60
V90";Особливості;;Wi-Fi-модуль|Адаптер в комплекте|USB-картридер;Вид товару;;"Адаптер картки пам'яті
Карта пам'яті";
